代码,    名称,.,所属行业
2541,鸿路钢构,,建筑装饰
2542,中化岩土,,建筑装饰
2543,万和电气,,白色家电
2544,杰赛科技,,通信设备
2545,东方铁塔,,电气设备
2546,新联电子,,电气设备
2547,春兴精工,,电子制造
2548,金新农,,农产品加工
2549,凯美特气,,化学制品
2550,千红制药,,化学制药
2551,尚荣医疗,,医疗器械服务
2552,宝鼎重工,,通用设备
2553,南方轴承,,汽车零部件
2554,惠博普,,采掘服务
2555,顺荣三七,,汽车零部件
2556,辉隆股份,3,化学制品
2557,洽洽食品,,食品加工制造
2558,世纪游轮,,景点及旅游
2559,亚威股份,,通用设备
2560,通达股份,,电气设备
2561,徐家汇,,零售
2562,兄弟科技,,化学制品
2563,森马服饰,,服装家纺
2564,天沃科技,,专用设备
2565,上海绿新,,包装印刷
2566,益盛药业,,中药
2567,唐人神,,农产品加工
2568,百润股份,,食品加工制造
2569,步森股份,,服装家纺
2570,贝因美,3,食品加工制造
2571,德力股份,3,家用轻工
2572,索菲亚,,家用轻工
2573,国电清新,3,环保工程
2574,明牌珠宝,3,家用轻工
2575,群兴玩具,,家用轻工
2576,通达动力,,电气设备
2577,雷柏科技,3,计算机设备
2578,闽发铝业,,有色冶炼加工
2579,中京电子,3,半导体及元件
2580,圣阳股份,,电气设备
2581,万昌科技,,化学制品
2582,好想你,,食品加工制造
2583,海能达,,通信设备
2584,西陇化工,,化学制品
2585,双星新材,,包装印刷
2586,围海股份,,建筑装饰
2587,奥拓电子,,光学光电子
2588,史丹利,,化学制品
2589,瑞康医药,,医药商业
2590,万安科技,,汽车零部件
2591,恒大高新,,化学制品
2592,八菱科技,,汽车零部件
2593,日上集团,,汽车零部件
2594,比亚迪,3,汽车整车
2595,豪迈科技,,通用设备
2596,海南瑞泽,,建筑材料
2597,金禾实业,,化学制品
2598,山东章鼓,,通用设备
2599,盛通股份,,包装印刷
2600,江粉磁材,,新材料
2601,佰利联,,化学制品
2602,世纪华通,,汽车零部件
2603,以岭药业,3,中药
2604,龙力生物,,农产品加工
2605,姚记扑克,,家用轻工
2606,大连电瓷,,电气设备
2607,亚夏汽车,,交运设备服务
2608,舜天船舶,,国防军工
2609,捷顺科技,,计算机应用
2610,爱康科技,,电气设备
2611,东方精工,,专用设备
2612,朗姿股份,,服装家纺
2613,北玻股份,,专用设备
2614,蒙发利,,白色家电
2615,哈尔斯,,家用轻工
2616,长青集团,,白色家电
2617,露笑科技,,电气设备
2618,丹邦科技,,半导体及元件
2619,巨龙管业,,建筑材料
2620,瑞和股份,,建筑装饰
2621,大连三垒,,专用设备
2622,永大集团,,电气设备
2623,亚玛顿,,建筑材料
2624,金磊股份,,传媒
2625,龙生股份,,汽车零部件
2626,金达威,,化学制药
2627,宜昌交运,,公交
2628,成都路桥,,建筑装饰
2629,仁智油服,,采掘服务
2630,华西能源,,电气设备
2631,德尔家居,,家用轻工
2632,道明光学,,化学制品
2633,*ST申科,,通用设备
2634,棒杰股份,,服装家纺
2635,安洁科技,,电子制造
2636,金安国纪,,半导体及元件
2637,赞宇科技,,化学制品
2638,勤上光电,,光学光电子
2639,雪人股份,,通用设备
2640,百圆裤业,,服装家纺
2641,永高股份,,建筑材料
2642,荣之联,3,计算机应用
2643,烟台万润,,化学制品
2644,佛慈制药,,中药
2645,华宏科技,,专用设备
2646,青青稞酒,3,饮料制造
2647,宏磊股份,,通用设备
2648,卫星石化,3,基础化学
2649,博彦科技,,计算机应用
2650,加加食品,,食品加工制造
2651,利君股份,,专用设备
2652,扬子新材,,建筑材料
2653,海思科,3,化学制药
2654,万润科技,,光学光电子
2655,共达电声,,电子制造
2656,卡奴迪路,,服装家纺
2657,中科金财,,计算机应用
2658,雪迪龙,,仪器仪表
2659,中泰桥梁,,建筑装饰
2660,茂硕电源,,电子制造
2661,克明面业,,食品加工制造
2662,京威股份,,汽车零部件
2663,普邦园林,,建筑装饰
2664,信质电机,,汽车零部件
2665,首航节能,,电气设备
2666,德联集团,,化学制品
2667,鞍重股份,,专用设备
2668,奥马电器,,白色家电
2669,康达新材,,化学制品
2670,华声股份,,白色家电
2671,龙泉股份,,建筑材料
2672,东江环保,,环保工程
2673,西部证券,3,证券
2674,兴业科技,,纺织制造
2675,东诚药业,,化学制药
2676,顺威股份,,白色家电
2677,浙江美大,,白色家电
2678,珠江钢琴,,家用轻工
2679,福建金森,,种植业与林业
2680,黄海机械,,专用设备
2681,奋达科技,3,白色家电
2682,龙洲股份,,公交
2683,宏大爆破,,化学制品
2684,猛狮科技,,汽车零部件
2685,华东重机,,专用设备
2686,亿利达,,通用设备
2687,乔治白,,服装家纺
2688,金河生物,,农业服务
2689,博林特,,专用设备
2690,美亚光电,,专用设备
2691,石中装备,,专用设备
2692,远程电缆,,电气设备
2693,双成药业,,化学制药
2694,顾地科技,,建筑材料
2695,煌上煌,,食品加工制造
2696,百洋股份,,养殖业
2697,红旗连锁,,零售
2698,博实股份,,专用设备
2699,美盛文化,,服装家纺
2700,新疆浩源,,燃气水务
2701,奥瑞金,3,包装印刷
2702,海欣食品,,食品加工制造
2703,浙江世宝,,汽车零部件
2705,新宝股份,,白色家电
2706,良信电器,,电气设备
2707,众信旅游,,景点及旅游
2708,光洋股份,,汽车零部件
2709,天赐材料,,化学制品
2710,慈铭体检,,医疗器械服务
2711,欧浦钢网,,物流
2712,思美传媒,,传媒
2713,东易日盛,,建筑装饰
2714,牧原股份,,养殖业
2715,登云股份,,汽车零部件
2716,金贵银业,,有色冶炼加工
2717,岭南园林,,建筑装饰
2718,友邦吊顶,,建筑材料
2719,麦趣尔,,食品加工制造
2720,宏良股份,,纺织制造
2721,金一文化,,家用轻工
2722,金轮股份,,专用设备
2723,金莱特,,白色家电
2724,海洋王,,其他电子
2725,跃岭股份,,汽车零部件
2726,龙大肉食,,食品加工制造
2727,一心堂,,医药商业
2728,台城制药,,中药
2729,好利来,,其他电子
2730,电光科技,,专用设备
2731,萃华珠宝,,家用轻工
2732,燕塘乳业,,食品加工制造
2733,雄韬股份,,电气设备
2734,利民股份,,化学制品
2735,王子新材,,包装印刷
2736,国信证券,,证券
2737,葵花药业,,中药
2738,中矿资源,,采掘服务
2739,万达院线,,传媒
2740,爱迪尔,,家用轻工
2741,光华科技,,化学制品
2742,三圣特材,,建筑材料
2743,富煌钢构,,建筑装饰
2745,木林森,,光学光电子
2746,仙坛股份,,养殖业
2747,埃斯顿,,通用设备
2748,世龙实业,,化学制品
2749,国光股份,,化学制品
2750,龙津药业,,中药
2751,易尚展示,,家用轻工
2752,昇兴股份,,通用设备
300001,特锐德,3,电气设备
300002,神州泰岳,3,计算机应用
300003,乐普医疗,3,医疗器械服务
300004,南风股份,,专用设备
300005,探路者,3,服装家纺
300006,莱美药业,,化学制药
300007,汉威电子,,仪器仪表
300008,上海佳豪,,国防军工
300009,安科生物,,生物制品
300010,立思辰,3,计算机应用
300011,鼎汉技术,,电气设备
300012,华测检测,,综合
300013,新宁物流,,物流
300014,亿纬锂能,3,其他电子
300015,爱尔眼科,3,医疗器械服务
300016,北陆药业,,化学制药
300017,网宿科技,3,通信设备
300018,中元华电,,电气设备
300019,硅宝科技,,化学制品
300020,银江股份,3,计算机应用
300021,大禹节水,,农业服务
300022,吉峰农机,,零售
300023,宝德股份,,专用设备
300024,机器人,3,通用设备
300025,华星创业,,通信设备
300026,红日药业,3,化学制药
300027,华谊兄弟,3,传媒
300028,金亚科技,,通信设备
300029,天龙光电,,电气设备
300030,阳普医疗,,医疗器械服务
300031,宝通带业,,化工合成材料
300032,金龙机电,,光学光电子
300033,同花顺,,计算机应用
300034,钢研高纳,3,通用设备
300035,中科电气,,专用设备
300036,超图软件,,计算机应用
300037,新宙邦,,化学制品
300038,梅泰诺,,通信设备
300039,上海凯宝,3,中药
300040,九洲电气,,电气设备
300041,回天新材,,化学制品
300042,朗科科技,,计算机设备
300043,互动娱乐,,传媒
300044,赛为智能,,计算机应用
300045,华力创通,,计算机设备
300046,台基股份,,半导体及元件
300047,天源迪科,,计算机应用
300048,合康变频,,电气设备
300049,福瑞股份,,中药
300050,世纪鼎利,,通信设备
300051,三五互联,,计算机应用
300052,中青宝,3,通信服务
300053,欧比特,3,半导体及元件
300054,鼎龙股份,,化学制品
300055,万邦达,3,环保工程
300056,三维丝,,环保工程
300057,万顺股份,,包装印刷
300058,蓝色光标,3,传媒
300059,东方财富,3,传媒
300061,康耐特,,家用轻工
300062,中能电气,,电气设备
300063,天龙集团,,化学制品
300064,豫金刚石,,通用设备
300065,海兰信,3,计算机设备
300066,三川股份,,仪器仪表
300067,安诺其,,化学制品
300068,南都电源,,电气设备
300069,金利华电,,电气设备
300070,碧水源,3,环保工程
300071,华谊嘉信,,传媒
300072,三聚环保,3,化学制品
300073,当升科技,,化学制品
300074,华平股份,3,计算机应用
300075,数字政通,,计算机应用
300076,GQY视讯,,光学光电子
300077,国民技术,3,半导体及元件
300078,中瑞思创,,其他电子
300079,数码视讯,3,计算机应用
300080,新大新材,,通用设备
300081,恒信移动,,通信设备
300082,奥克股份,,化学制品
300083,劲胜精密,,电子制造
300084,海默科技,,采掘服务
300085,银之杰,,计算机应用
300086,康芝药业,,化学制药
300087,荃银高科,,种植业与林业
300088,长信科技,3,光学光电子
300089,长城集团,,家用轻工
300090,盛运环保,3,环保工程
300091,金通灵,,通用设备
300092,科新机电,,通用设备
300093,金刚玻璃,3,建筑材料
300094,国联水产,,养殖业
300095,华伍股份,,通用设备
300096,易联众,,计算机应用
300097,智云股份,,通用设备
300098,高新兴,,通信设备
300099,尤洛卡,,专用设备
300100,双林股份,,汽车零部件
300101,振芯科技,,国防军工
300102,乾照光电,,光学光电子
300103,达刚路机,,专用设备
300104,乐视网,3,通信服务
300105,龙源技术,,电气设备
300106,西部牧业,,养殖业
300107,建新股份,,化学制品
300108,双龙股份,,中药
300109,新开源,,化学制品
300110,华仁药业,,化学制药
300111,向日葵,,电气设备
300112,万讯自控,,仪器仪表
300113,顺网科技,,通信服务
300114,中航电测,,仪器仪表
300115,长盈精密,3,电子制造
300116,坚瑞消防,,专用设备
300117,嘉寓股份,,建筑材料
300118,东方日升,,电气设备
300119,瑞普生物,,农业服务
300120,经纬电材,,电气设备
300121,阳谷华泰,,化工合成材料
300122,智飞生物,3,生物制品
300123,太阳鸟,,国防军工
300124,汇川技术,3,电气设备
300125,易世达,,环保工程
300126,锐奇股份,,通用设备
300127,银河磁体,,新材料
300128,锦富新材,3,光学光电子
300129,泰胜风能,,电气设备
300130,新国都,,计算机设备
300131,英唐智控,,电子制造
300132,青松股份,,化学制品
300133,华策影视,3,传媒
300134,大富科技,3,通信设备
300135,宝利沥青,,基础化学
300136,信维通信,,电子制造
300137,先河环保,,仪器仪表
300138,晨光生物,,农产品加工
300139,福星晓程,,半导体及元件
300140,启源装备,,电气设备
300141,和顺电气,,电气设备
300142,沃森生物,,生物制品
300143,星河生物,,种植业与林业
300144,宋城演艺,,景点及旅游
300145,南方泵业,,通用设备
300146,汤臣倍健,3,食品加工制造
300147,香雪制药,3,中药
300148,天舟文化,,传媒
300149,量子高科,,农产品加工
300150,世纪瑞尔,,计算机应用
300151,昌红科技,,通用设备
300152,燃控科技,3,电气设备
300153,科泰电源,,电气设备
300154,瑞凌股份,,通用设备
300155,安居宝,,计算机设备
300156,神雾环保,,环保工程
300157,恒泰艾普,3,采掘服务
300158,振东制药,,中药
300159,新研股份,,专用设备
300160,秀强股份,,白色家电
300161,华中数控,,通用设备
300162,雷曼光电,,光学光电子
300163,先锋新材,,化学制品
300164,通源石油,,采掘服务
300165,天瑞仪器,,仪器仪表
300166,东方国信,,计算机应用
300167,迪威视讯,,计算机应用
300168,万达信息,3,计算机应用
300169,天晟新材,,化学制品
300170,汉得信息,3,计算机应用
300171,东富龙,,医疗器械服务
300172,中电环保,,环保工程
300173,松德股份,,专用设备
300174,元力股份,,化学制品
300175,朗源股份,,农产品加工
300176,鸿特精密,,汽车零部件
300177,中海达,,计算机设备
300178,腾邦国际,,景点及旅游
300179,四方达,,通用设备
300180,华峰超纤,,化工合成材料
300181,佐力药业,,中药
300182,捷成股份,,计算机应用
300183,东软载波,,半导体及元件
300184,力源信息,,其他电子
300185,通裕重工,,通用设备
300186,大华农,,农业服务
300187,永清环保,,环保工程
300188,美亚柏科,,计算机应用
300189,神农大丰,,种植业与林业
300190,维尔利,,环保工程
300191,潜能恒信,3,采掘服务
300192,科斯伍德,,化学制品
300193,佳士科技,,通用设备
300194,福安药业,,化学制药
300195,长荣股份,,专用设备
300196,长海股份,,化工新材料
300197,铁汉生态,,建筑装饰
300198,纳川股份,,建筑材料
300199,翰宇药业,3,化学制药
300200,高盟新材,,化工新材料
300201,海伦哲,,专用设备
300202,聚龙股份,3,计算机设备
300203,聚光科技,3,仪器仪表
300204,舒泰神,,生物制品
300205,天喻信息,3,通信设备
300206,理邦仪器,,医疗器械服务
300207,欣旺达,,电子制造
300208,恒顺众昇,,电气设备
300209,天泽信息,,计算机应用
300210,森远股份,,专用设备
300211,亿通科技,,通信设备
300212,易华录,3,计算机应用
300213,佳讯飞鸿,,通信设备
300214,日科化学,,化学制品
300215,电科院,,电气设备
300216,千山药机,3,医疗器械服务
300217,东方电热,,白色家电
300218,安利股份,,化工合成材料
300219,鸿利光电,,光学光电子
300220,金运激光,,其他电子
300221,银禧科技,,化工合成材料
300222,科大智能,,电气设备
300223,北京君正,,半导体及元件
300224,正海磁材,,新材料
300225,金力泰,,化学制品
300226,上海钢联,3,通信服务
300227,光韵达,,电子制造
300228,富瑞特装,3,通用设备
300229,拓尔思,,计算机应用
300230,永利带业,,化工合成材料
300231,银信科技,,计算机应用
300232,洲明科技,,光学光电子
300233,金城医药,,化学制药
300234,开尔新材,,建筑材料
300235,方直科技,,计算机应用
300236,上海新阳,,化学制品
300237,美晨科技,,汽车零部件
300238,冠昊生物,,医疗器械服务
300239,东宝生物,,生物制品
300240,飞力达,,物流
300241,瑞丰光电,,光学光电子
300242,明家科技,,电气设备
300243,瑞丰高材,,化学制品
300244,迪安诊断,,医疗器械服务
300245,天玑科技,,计算机应用
300246,宝莱特,,医疗器械服务
300247,桑乐金,,白色家电
300248,新开普,,计算机应用
300249,依米康,,白色家电
300250,初灵信息,,通信设备
300251,光线传媒,3,传媒
300252,金信诺,,通信设备
300253,卫宁软件,3,计算机应用
300254,仟源医药,,化学制药
300255,常山药业,,化学制药
300256,星星科技,,电子制造
300257,开山股份,3,通用设备
300258,精锻科技,,汽车零部件
300259,新天科技,,仪器仪表
300260,新莱应材,,通用设备
300261,雅本化学,,化学制品
300262,巴安水务,,环保工程
300263,隆华节能,,通用设备
300264,佳创视讯,,计算机应用
300265,通光线缆,,电气设备
300266,兴源环境,,环保工程
300267,尔康制药,,化学制药
300268,万福生科,,农产品加工
300269,联建光电,,光学光电子
300270,中威电子,,计算机设备
300271,华宇软件,,计算机应用
300272,开能环保,,白色家电
300273,和佳股份,3,医疗器械服务
300274,阳光电源,3,电气设备
300275,梅安森,,专用设备
300276,三丰智能,,专用设备
300277,海联讯,,计算机应用
300278,华昌达,,通用设备
300279,和晶科技,,电子制造
300280,南通锻压,,通用设备
300281,金明精机,,专用设备
300282,汇冠股份,,电子制造
300283,温州宏丰,,电气设备
300284,苏交科,,建筑装饰
300285,国瓷材料,,基础化学
300286,安科瑞,,电气设备
300287,飞利信,,计算机应用
300288,朗玛信息,,传媒
300289,利德曼,,生物制品
300290,荣科科技,,计算机应用
300291,华录百纳,,传媒
300292,吴通通讯,,通信设备
300293,蓝英装备,,专用设备
300294,博雅生物,,生物制品
300295,三六五网,,通信服务
300296,利亚德,,光学光电子
300297,蓝盾股份,,计算机应用
300298,三诺生物,,医疗器械服务
300299,富春通信,,通信设备
300300,汉鼎股份,,计算机应用
300301,长方照明,,光学光电子
300302,同有科技,,计算机设备
300303,聚飞光电,,光学光电子
300304,云意电气,,汽车零部件
300305,裕兴股份,,化工合成材料
300306,远方光电,,仪器仪表
300307,慈星股份,,专用设备
300308,中际装备,,电气设备
300309,吉艾科技,,专用设备
300310,宜通世纪,,通信设备
300311,任子行,,计算机应用
300312,邦讯技术,,通信设备
300313,天山生物,,养殖业
300314,戴维医疗,,医疗器械服务
300315,掌趣科技,3,传媒
300316,晶盛机电,,电气设备
300317,珈伟股份,,光学光电子
300318,博晖创新,,医疗器械服务
300319,麦捷科技,,半导体及元件
300320,海达股份,,化工合成材料
300321,同大股份,,化工合成材料
300322,硕贝德,,电子制造
300323,华灿光电,,光学光电子
300324,旋极信息,,计算机应用
300325,德威新材,,化工合成材料
300326,凯利泰,,医疗器械服务
300327,中颖电子,,半导体及元件
300328,宜安科技,,电子制造
300329,海伦钢琴,,家用轻工
300330,华虹计通,,计算机应用
300331,苏大维格,,光学光电子
300332,天壕节能,,环保工程
300333,兆日科技,,计算机设备
300334,津膜科技,,环保工程
300335,迪森股份,,环保工程
300336,新文化,,传媒
300337,银邦股份,,有色冶炼加工
300338,开元仪器,,仪器仪表
300339,润和软件,,计算机应用
300340,科恒股份,,其他电子
300341,麦迪电气,,电气设备
300342,天银机电,,白色家电
300343,联创节能,,化工新材料
300344,太空板业,,建筑材料
300345,红宇新材,,通用设备
300346,南大光电,,光学光电子
300347,泰格医药,,医疗器械服务
300348,长亮科技,,计算机应用
300349,金卡股份,,仪器仪表
300350,华鹏飞,,物流
300351,永贵电器,,非汽车交运
300352,北信源,,计算机应用
300353,东土科技,,通信设备
300354,东华测试,,仪器仪表
300355,蒙草抗旱,3,建筑装饰
300356,光一科技,,电气设备
300357,我武生物,,生物制品
300358,楚天科技,,医疗器械服务
300359,全通教育,,传媒
300360,炬华科技,,电气设备
300361,奥赛康,,化学制药
300362,天保重装,,电气设备
300363,博腾股份,,化学制药
300364,中文在线,,传媒
300365,恒华科技,,计算机应用
300366,创意信息,,计算机应用
300367,东方网力,,计算机设备
300368,汇金股份,,计算机设备
300369,绿盟科技,,计算机应用
300370,安控科技,,采掘服务
300371,汇中股份,,仪器仪表
300372,欣泰电气,,电气设备
300373,扬杰科技,,半导体及元件
300374,恒通科技,,建筑材料
300375,鹏翎股份,,汽车零部件
300376,易事特,,电气设备
300377,赢时胜,,计算机应用
300378,鼎捷软件,,计算机应用
300379,东方通,,计算机应用
300380,安硕信息,,计算机应用
300381,溢多利,,生物制品
300382,斯莱克,,专用设备
300383,光环新网,,通信服务
300384,三联虹普,,计算机应用
300385,雪浪环境,,专用设备
300386,飞天诚信,,计算机设备
300387,富邦股份,,化学制品
300388,国祯环保,,燃气水务
300389,艾比森,,光学光电子
300390,天华超净,,其他电子
300391,康跃科技,,通用设备
300392,腾信股份,,传媒
300393,中来股份,,电气设备
300394,天孚通信,,半导体及元件
300395,菲利华,,新材料
300396,迪瑞医疗,,医疗器械服务
300397,天和防务,,仪器仪表
300398,飞凯材料,,化学制品
300399,京天利,,计算机应用
300400,劲拓股份,,通用设备
300401,花园生物,,化学制药
300402,宝色股份,,专用设备
300403,地尔汉宇,,白色家电
300404,博济医药,,医疗器械服务
300405,科隆精化,,化学制品
300406,九强生物,,生物制品
300407,凯发电气,,电气设备
300408,三环集团,,半导体及元件
300409,道氏技术,,化学制品
300410,正业科技,,其他电子
300411,金盾股份,,专用设备
300412,迦南科技,,医疗器械服务
300413,快乐购,,零售
300415,伊之密,,专用设备
300416,苏试试验,,仪器仪表
300417,南华仪器,,仪器仪表
300418,昆仑万维,,传媒
300419,浩丰科技,,计算机应用
300420,五洋科技,,通用设备
300421,力星股份,,通用设备
300422,博世科,,环保工程
300423,鲁亿通,,电气设备
300424,航新科技,,--
300425,环能科技,,环保工程
300426,唐德影视,,传媒
300427,红相电力,,电气设备
300428,四通新材,,新材料
300429,强力新材,,化学制品
300430,诚益通,,通用设备
300431,暴风科技,,通信服务
300432,富临精工,,汽车零部件
300433,蓝思科技,,电子制造
300434,金石东方,,专用设备
300435,中泰股份,,通用设备
300436,广生堂,,化学制药
300437,清水源,,化学制品
300438,鹏辉能源,,其他电子
300439,美康生物,,生物制品
300440,运达科技,,计算机应用
300441,鲍斯股份,,通用设备
300442,普丽盛,,专用设备
300443,金雷风电,,通用设备
300444,双杰电气,,电气设备
300445,康斯特,,仪器仪表
300446,乐凯新材,,化学制品
300447,全信股份,,电气设备
300448,浩云科技,,计算机应用
300449,汉邦高科,,计算机设备
